brandId,tagIds
455,"[45, 71, 3]"
456,"[24, 6, 90, 12, 83, 2, 3, 23, 5]"
457,"[5, 2, 69, 145, 12, 36, 43, 3, 175, 224, 17, 9, 6, 7, 56, 22, 80, 78, 32, 94]"
458,[]
459,"[240, 5, 16, 2, 118, 30, 128, 7, 211, 3, 139, 17, 151, 84, 172, 48]"
460,"[16, 2, 128, 5, 36]"
461,[]
463,"[3, 7, 9, 5, 2, 12, 36, 26, 148, 17, 98, 25, 84, 195, 22, 56, 83, 128, 24, 45]"
464,"[3, 23, 26, 242, 224]"
465,"[27, 5, 12, 2, 7, 3, 6, 100, 32, 52, 152, 169, 42, 20, 9, 126, 30, 24, 17, 22]"
466,"[20, 242, 34, 2, 5, 12]"
467,"[19, 48, 17, 2, 5]"
468,"[5, 20, 2, 7, 3, 6, 23, 36, 78, 126, 12, 95, 9, 30, 100, 48, 67, 38, 242, 88]"
469,"[2, 5, 34, 36, 3, 43, 9, 159, 88, 12, 7, 19, 73, 65, 17, 23, 131, 6, 38, 199]"
470,"[80, 48, 3, 100, 12, 6, 2, 5, 7, 17, 20, 67, 23, 26, 45, 9, 42, 24, 32, 241]"
471,"[9, 3]"
472,"[2, 5, 7, 12, 6, 72, 42, 80, 9, 169, 23, 20, 25, 17, 34, 3, 67, 126, 65, 100]"
473,"[2, 5, 9, 71, 80, 3, 34, 12, 17, 30, 20, 72, 36, 6, 43, 7, 23, 88, 241, 137]"
474,[]
475,"[5, 12, 34, 2, 9, 3, 36, 7, 23, 43, 38, 19, 65, 6, 88, 20, 17, 100, 40, 24]"
476,"[12, 6, 17, 9, 5, 2, 73, 3, 26, 38, 71, 242, 34, 7, 100, 36, 23, 88, 56, 19]"
477,[]
478,"[80, 3, 2, 89, 12, 5, 100, 7, 165, 63, 17, 182, 6, 45, 69, 30, 23, 146, 42, 72]"
479,[145]
480,"[43, 5, 3, 2, 176, 7, 182, 128, 72, 23, 17, 20, 12, 34, 9, 42, 6, 16, 38, 56]"
481,"[6, 12, 71, 5, 17, 43, 2, 150, 7, 118, 34, 151, 3, 90, 182, 36]"
482,[]
486,"[166, 195, 34, 126]"
487,[118]
488,"[3, 2, 36, 100, 80, 94, 12, 5, 7, 9, 17, 202, 48, 40, 34, 21, 38, 90, 126, 25]"
490,"[43, 36, 23, 3, 19, 65, 5, 73, 51, 22, 178, 151, 9, 20, 2, 224]"
491,"[3, 5, 23, 7, 2, 6, 12, 9, 19, 17, 242, 71, 65, 56, 100, 26, 25, 36, 178, 20]"
492,"[83, 145, 95]"
493,"[97, 3, 5]"
495,[199]
496,[]
497,"[3, 7, 5, 2, 17, 23, 100, 174, 145, 80, 12, 38, 169, 48, 27, 126, 131, 52, 6, 235]"
498,"[3, 5, 7, 23, 2, 12, 17, 9, 30, 40, 20, 242, 147, 22, 42, 38, 69, 48, 6, 146]"
499,[]
500,[199]
501,"[86, 61, 106, 22, 38, 25, 17, 9, 2, 12]"
502,"[27, 2, 145, 152, 65, 89, 5, 3, 12, 17, 143, 43, 25, 71, 16, 44, 170, 126, 63]"
503,[187]
504,[172]
505,[]
506,"[2, 159, 109, 63, 199, 5, 34, 19, 27, 36, 226, 137, 206, 204, 43, 72, 12, 237, 171, 174]"
507,"[195, 17, 5, 2, 72, 61, 165, 3, 172, 48]"
508,"[174, 3]"
509,[]
510,"[3, 7, 44, 205, 154, 23, 5, 126, 24, 151, 21, 12, 32]"
511,[]
512,"[3, 12, 126, 69, 2, 72, 176, 19, 94, 5, 9, 95, 34, 100, 140, 170, 90, 50, 105]"
513,"[3, 5, 12, 29, 9, 100, 2, 7, 17, 44, 48, 126, 23, 6, 65, 98, 139, 43, 73, 26]"
514,"[3, 80, 5, 2, 6, 7, 23, 17, 12, 100, 48, 126, 121, 148, 21, 20, 242, 9, 223, 45]"
515,"[90, 22, 17]"
517,[172]
519,"[5, 3, 30, 2, 12, 65, 9, 23, 7, 32, 38, 6, 19, 242, 159, 16, 126, 105, 61, 17]"
520,[172]
521,[]
522,"[42, 5, 6, 7, 3, 12, 23, 24, 17, 100, 9, 69, 169, 2, 20, 77, 26, 22, 21, 38]"
523,"[43, 42, 5, 65, 3, 7, 36, 12, 17, 6, 51, 23, 21, 30, 45, 100, 2, 48, 38, 34]"
524,"[5, 2, 12, 3, 9, 17, 48, 34, 80, 7, 26, 36, 100, 229, 6, 128, 65, 42, 88, 19]"
525,"[80, 126, 26, 36, 100, 17, 3, 12]"
528,"[73, 6, 3]"
529,[7]
531,"[80, 5, 48, 2, 100, 6, 12, 9, 3, 17, 7, 123, 23, 126, 93, 42, 38, 40, 95, 240]"
532,"[36, 3, 5, 126, 7, 145, 184, 197, 12, 209, 65, 34, 2, 17, 9, 51, 48, 242, 88, 38]"
533,"[5, 2, 6, 3, 149, 169, 100, 48, 17, 38, 12, 7, 69, 89, 26, 27, 126, 78, 34, 21]"
535,"[6, 100, 80, 5, 26, 12, 2, 48, 7, 3, 217, 17, 45, 27, 20, 126, 24, 9, 95, 23]"
536,[]
537,"[3, 5, 7, 24, 2, 100, 23, 6, 20, 9, 17, 12, 30, 21, 32, 26, 95, 131, 48, 126]"
538,"[2, 3, 80, 71, 27, 12, 100, 63, 7, 26, 119, 6, 42, 45, 212, 24, 20, 5, 126, 30]"
539,"[113, 24, 22, 3, 38, 2, 12, 5]"
541,"[6, 48, 5, 209, 12, 147, 9, 7, 3, 45, 100, 26, 67, 97, 17, 2, 126, 25, 24, 22]"
542,"[80, 5, 12, 72, 17, 2, 34, 3, 6, 113, 217, 23, 24, 26, 67, 32, 117, 38, 9, 209]"
543,"[118, 2, 3, 5, 159, 72, 9, 29, 212, 88, 48, 12, 204, 17, 80, 20, 128, 154, 34, 36]"
544,"[2, 80, 12, 145, 17, 6, 5, 3, 72, 36, 7, 90, 213, 67, 9, 20, 150, 23, 45, 237]"
545,"[67, 169, 100, 12]"
546,"[100, 7]"
547,[170]
548,"[17, 12, 50]"
549,"[145, 17, 5, 75, 80, 223, 67, 100, 12, 48, 186]"
550,[]
551,"[2, 3, 5, 7, 12, 80, 126, 6, 9, 100, 48, 20, 24, 22, 17, 77, 40, 36, 30, 38]"
552,[71]
553,[]
555,"[45, 3, 5, 6, 80, 48, 12, 17, 23, 26, 7, 2, 100, 94, 20, 24, 9, 126, 217, 67]"
556,"[48, 5, 16, 80, 29, 45, 24, 7, 43, 2, 78, 100, 6, 30, 12, 167, 3, 113, 17, 188]"
557,"[3, 5, 23, 73, 159, 29, 2, 9, 17, 209, 182]"
558,"[3, 5, 80, 43, 2, 12, 51, 110, 65, 17, 48, 9, 7, 128, 34, 23, 36, 118, 30, 202]"
559,"[5, 17, 2, 67, 206, 6, 45, 12, 80, 146, 20, 38, 23, 175, 42, 170, 24, 186]"
560,"[45, 12, 34, 6, 2, 5, 226, 65, 7, 3, 22, 80, 17, 106, 36, 30, 21, 118, 242, 27]"
561,"[80, 3, 27, 5, 12, 2, 48, 42, 17, 6, 23, 72, 65, 9, 78, 20, 7, 56, 169, 50]"
562,[]
564,"[97, 106, 100, 12]"
565,"[146, 113, 34, 9, 3, 2]"
566,"[80, 72, 2, 100, 12, 5, 20, 6, 7, 229, 239, 126, 48, 42, 17, 119, 23, 147, 212, 24]"
567,[]
568,[152]
569,[]
570,"[5, 2, 6, 17, 67, 7, 12, 89, 3, 48, 171, 93, 100, 56, 26, 42, 73, 165, 223, 65]"
572,"[80, 5, 17, 6, 2, 67, 48, 12, 20, 3, 24, 9, 23, 27, 7, 225, 93, 38, 89, 42]"
573,"[149, 16, 3]"
574,"[5, 30, 3, 2, 20, 12, 7, 9, 17, 169, 24, 6, 23, 88, 80, 40, 21, 42, 131, 22]"
575,"[80, 69, 145, 5, 17, 12, 2, 6, 26, 9, 20, 7, 23, 100, 147, 16, 38, 119, 72, 3]"
576,"[3, 7, 30, 65, 43, 5, 98, 17, 6, 23, 148, 109, 94, 2, 48, 12, 90]"
577,"[71, 3, 6, 5, 7, 150, 20]"
578,[]
579,[]
580,[]
581,"[80, 6, 12, 5, 7, 26, 167, 24, 2, 23, 20, 100, 3, 21, 9, 25, 169, 34, 33, 19]"
582,[3]
583,"[34, 80, 72, 226, 12, 176, 204, 2, 149, 5, 95, 106, 197, 104, 173, 84, 138, 17, 239, 170]"
584,"[5, 6, 118, 209, 90, 36]"
585,[3]
586,"[213, 97, 52, 50, 95, 22, 17, 2, 12]"
587,"[12, 34, 5, 7, 72, 69, 2, 23, 187, 89, 40, 94, 6, 25, 75, 17, 148, 32, 38, 166]"
588,"[3, 163, 88, 21]"
589,"[147, 5, 2, 48, 6, 12, 80, 17, 7, 30, 29, 67, 26, 20, 100, 45, 126, 145, 23, 9]"
590,"[80, 2, 3, 5, 17, 12, 44, 229, 23, 48, 100, 242, 9, 29, 228, 7, 38, 34, 20, 6]"
591,"[3, 7, 23, 5, 80, 242, 2, 17, 100, 12, 6, 9, 29, 21, 241, 72, 48, 98, 38, 36]"
595,"[12, 6, 5, 3, 34, 2, 9, 26, 17, 7, 36, 23, 25, 100, 24, 38, 20, 106, 32, 48]"
596,"[5, 205, 3, 12, 2, 7, 26, 94, 23, 9, 32, 6, 65, 93, 36, 143, 166, 48, 241, 17]"
598,"[80, 6, 2, 17, 12, 225, 42, 67, 213, 48, 5, 26, 100, 23, 126, 20, 34, 7, 9, 63]"
600,[3]
602,"[3, 5, 23, 20]"
604,[]
605,[]
606,"[42, 3, 5, 7, 9, 17, 12, 23, 24, 6, 80, 2, 30, 26, 100, 38, 32, 21, 126, 22]"
607,"[5, 7, 6, 24, 3, 12, 23, 42, 17, 20, 69, 26, 100, 169, 2, 22, 9, 30, 38, 242]"
608,"[3, 7, 6, 12, 26, 80, 5, 217, 100, 2, 9, 17, 38, 126, 42, 21, 27, 23, 131, 25]"
609,"[30, 5, 36, 42, 3, 7, 32, 44, 24, 40, 12, 43, 186, 65, 20, 241, 75, 2, 17, 126]"
611,"[3, 5, 12, 69, 7, 6, 42, 32, 9, 40, 17, 24, 2, 26, 100, 23, 21, 38, 30, 169]"
612,[]
613,"[94, 43, 32, 12]"
614,"[2, 43, 5, 36, 51, 172, 72, 9, 88, 151, 146, 17, 19, 32, 126, 65, 23, 38, 3, 12]"
615,"[27, 3, 145, 7, 2, 80, 12, 36, 26, 6, 5, 71, 43, 42, 23, 213, 22, 17, 9, 32]"
617,"[5, 42, 7, 12, 24, 3, 48, 77, 6, 2, 23, 20, 80, 9, 17, 100, 26, 34, 25, 38]"
618,"[5, 3, 100, 69, 7, 2, 12, 48, 17, 6, 23, 24, 131, 21, 22, 89, 169, 38, 42, 9]"
621,"[26, 42, 184, 12, 17, 5, 6, 147, 3, 80, 171, 20, 2, 224]"
623,"[80, 2, 150, 5, 48, 17, 100, 209, 3, 21, 12, 7, 126, 26, 71, 128, 238, 22, 89, 222]"
625,"[229, 72, 12, 71, 100, 7, 17, 21, 2, 3, 205, 63, 34, 48, 204, 56, 106, 94, 42, 32]"
626,"[27, 80, 2, 6, 17, 5, 20, 12, 169, 241, 26, 100, 7, 52, 48, 9, 109, 24, 126, 77]"
627,"[48, 5, 3, 80, 9, 2, 110, 16, 12, 6, 7, 42, 241, 88, 36, 17, 25, 222, 34, 223]"
628,"[5, 2, 9, 17, 48, 12, 20, 30, 61, 36, 3, 19, 7, 6, 23, 25, 88, 38, 140, 34]"
630,"[80, 6, 5, 2, 12, 21, 100, 24, 213, 9, 225, 192, 104, 241, 150, 121, 7, 84, 175, 235]"
631,[40]
632,"[5, 12, 6, 2, 48, 7, 17, 26, 169, 3, 9, 80, 24, 34, 36, 25, 84, 40, 23, 73]"
633,[]
634,"[21, 2, 5]"
635,[140]
636,[151]
637,"[75, 16, 43, 230, 36, 98, 12, 24]"
638,"[98, 22, 34, 6, 9]"
639,"[147, 2, 6, 12, 80, 5, 17, 7, 48, 9, 63, 209, 20, 22, 67, 21, 32, 34, 165, 42]"
640,[145]
641,"[19, 5, 12]"
642,[]
643,"[5, 2, 45, 12, 6, 17, 20, 7, 24, 26, 9, 48, 42, 3, 100, 147, 52, 32, 131, 67]"
644,[128]
645,"[5, 6, 26, 3, 7, 12, 2, 17, 40, 9, 169, 32, 48, 24, 23, 25, 94, 20, 131, 42]"
648,"[6, 20, 126, 26, 12, 5, 23, 24, 17, 148, 48, 145, 93, 9, 42, 235, 2, 128]"
650,[109]
651,"[44, 2]"
652,"[5, 2, 9, 204, 3, 110, 80, 7, 36, 43, 229, 17, 12, 51, 23, 149, 65, 32, 30, 151]"
653,"[5, 2, 17, 9, 12, 19, 3, 16, 30, 43, 20, 6, 7, 34, 100, 23, 65, 48, 32, 26]"
654,"[89, 25, 159, 5, 86, 65, 30, 110, 192, 19, 32, 2, 36]"
655,"[3, 5, 7, 100, 12, 6, 23, 9, 20, 56, 2, 21, 126, 38, 24, 36, 17, 113, 48, 22]"
656,[118]
657,[]
658,"[12, 6, 43, 32, 3, 5, 2, 65, 9, 27, 20, 241, 150, 100, 24, 34, 7, 25, 36, 22]"
659,"[94, 45, 126, 22, 25, 7, 3]"
660,"[20, 5, 6, 80, 2, 12, 17, 48, 26, 147, 77, 24, 67, 42, 23, 9, 38, 169, 7, 100]"
661,[43]
662,"[22, 30, 126, 24, 38, 17, 12]"
663,[]
664,"[100, 6, 7, 48, 29, 21, 5, 12, 26, 23, 17, 2, 3, 24, 30, 52, 83, 80, 32, 94]"
665,"[119, 88, 242, 48, 19, 3, 2, 5, 7]"
666,"[50, 98, 242, 17, 3]"
667,"[80, 170, 45, 152, 139, 2, 5, 12, 63, 94, 38, 3, 90, 29, 26, 7, 6, 188, 147, 48]"
668,"[5, 2, 80, 3, 9, 36, 17, 48, 23, 43, 12, 7, 131, 100, 146, 20, 34, 90, 65, 72]"
669,"[3, 5, 2, 7, 12, 9, 100, 48, 6, 40, 17, 25, 95, 23, 38, 21, 69, 80, 65, 242]"
670,[]
671,"[2, 5, 48, 6, 9, 3, 80, 17, 67, 12, 100, 20, 147, 7, 56, 44, 19, 27, 26, 22]"
672,"[12, 2, 71, 17, 6, 97, 5, 72, 89, 69, 45, 67, 48, 26, 24, 38, 100, 126, 7, 9]"
673,"[5, 9, 17, 12, 173, 6, 20, 2, 32, 38, 123, 128, 71, 24, 30, 169, 3, 26, 182, 7]"
674,"[38, 25, 17, 12, 7]"
675,"[172, 34, 17, 9, 12, 2, 5, 145, 118, 170, 24, 224]"
676,"[5, 2, 29, 34, 36, 43, 88, 90, 128, 9, 19, 12, 51, 44, 118, 38, 159, 25, 3, 139]"
677,[50]
678,"[7, 3]"
680,"[5, 2, 80, 12, 48, 100, 17, 3, 9, 6, 34, 38, 7, 26, 40, 23, 69, 126, 42, 25]"
681,"[186, 16]"
682,[139]
683,[]
684,[]
686,"[224, 27, 12, 9, 2, 5, 6, 17, 7, 24, 48, 3, 38, 100, 32, 16, 140, 138, 26, 239]"
687,"[56, 43, 131, 126, 65, 23, 38, 100, 2, 7]"
688,[]
690,"[148, 94, 113, 40, 30, 5, 7, 3, 12]"
691,"[229, 106, 239]"
692,[3]
693,[27]
694,"[80, 145, 12, 5, 100, 17, 2, 6, 7, 217, 149, 3, 9, 20, 126, 32, 169, 48, 160, 71]"
696,"[34, 5, 2, 36, 159, 9, 19, 12, 139, 43, 88, 17, 65, 100, 171, 98, 51, 118, 48, 23]"
697,[]
698,"[22, 17, 2, 5, 12]"
699,"[3, 40, 2, 5, 204, 7, 9, 12, 24, 36, 80, 98, 30, 21, 169, 118, 84, 138, 44, 48]"
700,[]
701,"[27, 6, 12, 65, 97, 7, 147, 95, 40, 169, 26, 3, 2, 94, 235, 128]"
702,[205]
703,"[97, 80, 6, 5, 17, 12, 50, 241, 43, 2, 150, 239, 48, 40]"
704,"[80, 2, 100, 5, 17, 7, 12, 6, 126, 48, 20, 3, 241, 24, 21, 22, 52, 23, 217, 169]"
705,[]
706,"[184, 21, 36, 95, 43, 2, 3]"
707,"[27, 5, 3, 43, 2, 7, 36, 12, 65, 9, 169, 6, 100, 20, 48, 25, 38, 32, 40, 23]"
708,[]
709,"[69, 6, 12, 43, 26, 65, 7, 182, 77, 5, 3, 2, 169, 25, 42, 33, 50, 240, 195, 80]"
711,[]
712,"[176, 43, 25, 7, 6, 3, 12]"
713,"[20, 6, 5, 7]"
714,[]
715,[]
716,"[166, 24, 30, 26, 6, 2, 5, 3, 12]"
717,"[2, 80, 5, 75, 51, 138, 211, 30, 12, 23, 7, 226, 17, 3, 52, 48]"
718,"[80, 5, 6, 48, 2, 3, 24, 30, 17, 9, 20, 26, 78, 212, 23, 73, 12, 169, 100, 38]"
719,"[3, 5, 2, 48, 7, 121, 184, 67, 24, 9]"
720,"[26, 67, 7, 3]"
721,[69]
726,"[160, 24, 7, 3]"
727,[105]
728,"[5, 2, 12, 6, 7, 16, 17, 80, 34, 9, 40, 36, 94, 32, 3, 20, 169, 24, 152, 100]"
729,[]
730,[]
731,"[34, 3, 5, 48, 7, 19, 98, 242, 33, 65, 9, 12, 17, 80, 6, 100, 2, 56, 139, 145]"
732,"[78, 43, 169, 24, 100, 7, 3]"
736,[]
737,"[23, 3, 5, 6, 7, 73, 188, 25, 26, 12, 84, 9, 128]"
738,"[5, 65, 17, 2, 7, 3, 12]"
739,[]
740,"[7, 32, 24, 21, 25, 9, 5, 3, 12]"
741,[]
742,"[145, 71, 230, 38, 32, 24]"
743,"[163, 61, 19, 32, 24, 12]"
744,"[5, 2, 43, 9, 90, 34, 195, 3, 146, 182, 137, 98, 51, 20, 80, 36, 88, 151, 170, 209]"
746,[]
747,"[209, 5, 19, 16, 12, 139, 224, 118, 2, 185, 34, 43, 150, 36, 3, 172]"
750,"[26, 34, 12]"
751,"[51, 88, 72, 43, 19, 65, 23, 36, 5]"
752,"[2, 5, 3, 36, 9, 17, 80, 7, 34, 65, 88, 43, 23, 12, 51, 90, 48, 131, 241, 72]"
754,[175]
755,"[5, 174, 2, 43, 3, 146, 36, 17, 9, 19, 193, 224, 182, 7, 29, 51, 154, 80, 159, 163]"
756,"[48, 36, 3, 166, 167, 94, 195, 51, 19, 2, 65, 113, 235, 182]"
757,[44]
758,"[242, 6, 5, 3, 12]"
759,"[2, 80, 5, 9, 151, 12, 38, 65, 36, 229, 44, 17, 34, 100, 43, 3, 61, 118, 20, 27]"
760,"[42, 80, 2, 3, 5, 12, 100, 6, 23, 7, 17, 24, 48, 93, 9, 40, 20, 32, 126, 52]"
761,"[80, 65, 21, 2]"
762,"[3, 2, 97, 5, 12, 6, 71, 7, 104, 25, 36, 89, 56, 197, 48, 182, 24, 23, 100, 65]"
763,[]
764,"[5, 9, 12, 3, 2, 7, 17, 88, 23, 6, 36, 61, 80, 20, 65, 145, 34, 100, 19, 43]"
765,"[6, 12, 34, 138, 7, 3, 5, 72, 25, 19, 2, 126, 24, 38, 206, 229, 100, 42, 195, 97]"
766,"[43, 139, 77, 36, 5, 195, 90, 34, 172, 3, 19, 174, 2, 16, 25, 152, 110, 12, 88, 175]"
767,"[72, 2]"
768,"[195, 224]"
769,"[6, 3, 7, 12, 48, 5, 169, 9, 100, 24, 2, 25, 56, 148, 94, 34, 26, 138, 167, 27]"
771,"[71, 6, 12, 3, 45, 2, 5, 38, 26, 34, 9, 56, 61, 17, 118, 146, 163, 63, 97, 150]"
772,"[43, 16, 12, 5, 3, 36, 65, 7, 38, 9, 83, 19, 100, 242, 140, 235, 21, 6, 34, 126]"
774,"[226, 12, 6, 119, 3, 2, 5, 27, 131, 7, 100, 175, 24, 43, 17, 65, 22, 25, 36, 169]"
775,"[98, 3]"
776,"[65, 21]"
778,[159]
779,[]
780,"[83, 32, 21]"
781,[110]
783,"[5, 3, 43, 9, 2, 36, 65, 23, 34, 88, 19, 118, 193, 12, 17, 90, 7, 51, 159, 73]"
785,"[5, 71, 137, 193, 9, 17, 150, 3, 118, 202, 42, 170, 128]"
786,"[7, 12]"
787,"[176, 138, 242, 19, 65]"
788,"[150, 9]"
789,"[45, 3, 5, 12, 2, 6, 23, 80, 17, 9, 100, 48, 40, 148, 7, 72, 20, 19, 30, 26]"
790,[]
791,[19]
792,"[80, 2, 6, 17, 100, 5, 12, 90, 48, 42, 93, 77, 121, 26, 217, 69, 20, 89, 9, 241]"
793,"[2, 72, 80, 137, 5, 12, 52, 229, 17, 63, 206, 100, 9, 45, 119, 19, 226, 67, 34, 6]"
794,[]
795,"[50, 20, 5, 7]"
796,[]
797,"[9, 97, 90, 5, 145, 17, 100, 3, 12, 2, 42, 6, 26, 126, 48, 19, 7, 121, 73, 36]"
799,"[84, 44, 2, 241, 24, 93, 123]"
801,"[145, 2, 12, 5, 185, 22, 3, 7, 100, 30, 20, 188, 34, 150, 69, 40, 17, 38, 166, 36]"
803,[]
804,[]
805,"[2, 5, 12, 48, 26, 100, 19, 67, 38, 147, 119, 34, 6, 97, 30, 42, 3, 9, 25, 17]"
806,"[80, 72, 2, 225, 159, 139, 12, 43, 9, 48, 174, 19, 5, 167, 29, 105, 98, 100, 34, 149]"
807,"[2, 5, 12, 34, 72, 137, 80, 9, 63, 27, 128, 19, 159, 6, 16, 45, 48, 3, 17, 29]"
809,"[5, 2, 12, 121, 6, 100, 7, 169, 38, 48, 3, 42, 71, 80, 24, 20, 9, 17, 34, 23]"
811,"[3, 5, 12, 7, 48, 6, 26, 23, 9, 2, 145, 100, 34, 20, 38, 32, 40, 65, 17, 19]"
812,[36]
813,[]
814,[]
815,"[3, 5, 6, 7, 17, 24, 23, 241, 26, 2, 98, 12, 22, 9, 48, 80, 30, 38]"
817,"[173, 50, 106, 17, 30, 22, 25, 12, 5]"
818,"[16, 113, 242, 21, 23, 20, 2, 9, 3]"
819,"[6, 100, 12, 2, 5, 80, 77, 26, 17, 7, 48, 126, 20, 45, 9, 32, 40, 38, 24, 23]"
822,[172]
823,[17]
825,"[173, 52, 138, 30, 22, 12]"
827,"[126, 23]"
830,"[5, 3, 9, 2, 34, 88, 12, 23, 17, 7, 36, 48, 25, 6, 20, 38, 19, 100, 61, 98]"
831,[140]
832,[]
833,"[83, 98, 175, 3]"
834,"[36, 5, 51, 43, 2, 3, 9, 65, 61, 23, 88, 151, 172, 17, 146, 12, 30, 118, 90, 159]"
835,"[43, 5, 2, 36, 3, 51, 209, 151, 17, 12, 23, 25, 61, 65, 19, 34, 9, 48, 38, 113]"
836,"[43, 3, 5, 36, 6, 12, 75]"
837,"[3, 5, 80, 9, 12, 6, 2, 7, 34, 17, 48, 69, 38, 100, 23, 26, 24, 131, 20, 36]"
838,"[3, 5, 2, 36, 7, 12, 23, 17, 38, 126, 242, 88, 6, 61, 65, 42, 170, 209, 9, 34]"
839,"[36, 51, 43, 5, 146, 9, 2, 166, 3, 34, 110, 25, 29, 65, 50, 128, 139, 159, 61, 12]"
840,"[3, 5, 36, 7, 207, 65, 83, 43, 126, 185, 2, 12, 113, 151, 23, 9, 48, 199]"
841,"[151, 9, 43, 32, 36, 5, 2, 159, 3, 65, 51, 140, 25, 105, 128]"
842,[]
843,[166]
844,"[3, 5, 7, 2, 17, 12, 9, 80, 23, 30, 100, 6, 131, 38, 24, 126, 36, 21, 32, 20]"
845,"[6, 22, 16, 175, 2, 199]"
846,"[3, 71, 5, 7, 121, 9, 2, 100, 12, 36, 83, 25, 21, 150, 242, 23, 38, 48, 42, 19]"
848,"[5, 3, 6, 7, 2, 12, 26, 80, 48, 17, 73, 100, 9, 20, 32, 23, 27, 42, 34, 67]"
849,"[6, 5, 204, 202, 23]"
850,[]
851,"[174, 145, 94, 22, 34, 170, 224]"
852,"[185, 5, 205, 16, 80, 166, 98, 226, 139, 3]"
853,"[80, 2, 5, 12, 3, 17, 100, 20, 30, 6, 48, 169, 84, 44, 23, 75, 126, 67, 25, 38]"
854,"[12, 36, 123, 3, 25, 7, 43, 22, 21, 5, 48, 154]"
855,"[147, 16, 128]"
856,"[199, 80, 6, 7, 12]"
858,"[97, 3, 12, 9, 211, 26, 5, 7, 242, 187]"
859,"[147, 6, 17, 5, 12, 26, 2, 97, 45, 80, 67, 56, 9, 25, 239, 34, 20, 230, 16, 23]"
860,[7]
861,"[118, 151]"
862,"[97, 165, 6, 12, 80, 2, 5, 17, 100, 48, 7, 9, 38, 3, 22, 63, 26, 20, 32, 241]"
863,"[5, 3, 2, 23, 12, 48, 7, 9, 20, 6, 224, 45, 26, 38, 17, 69, 32, 100, 80, 36]"
864,"[2, 182, 5, 6, 223, 159, 30, 100, 166, 3, 213, 12, 7, 23, 72, 25, 16, 38, 154]"
865,"[5, 6, 80, 48, 12, 2, 43, 42, 9, 29, 19, 17, 45, 34, 33, 16, 40, 3, 7, 38]"
866,"[145, 43, 187, 26, 3, 118, 2, 106, 138, 9, 20, 12, 24, 5]"
867,"[2, 3, 5, 100, 17, 12, 36, 34, 72, 9, 65, 43, 97, 42, 23, 38, 20, 6, 7, 98]"
868,"[80, 5, 12]"
869,"[145, 3, 12, 7, 5, 6, 25, 36, 9, 43, 100, 21, 65, 131, 2, 40, 30, 23, 83, 38]"
870,[]
871,"[5, 6, 3, 12, 2, 7, 42, 17, 100, 24, 38, 20, 80, 23, 9, 169, 26, 131, 93, 126]"
872,"[2, 226, 3, 100, 5, 52, 17, 80, 6, 12, 7, 40, 32, 21, 48, 23, 126, 42, 241, 24]"
873,"[45, 6, 5, 12, 17, 3, 2, 24, 26, 7, 169, 100, 20, 65, 160, 216, 126, 22, 42, 9]"
874,"[3, 5, 12, 2, 43, 80, 17, 169, 7, 9, 36, 71, 26, 100, 23, 65, 21, 6, 20, 48]"
875,"[3, 5, 12, 7, 25, 9, 65, 40, 95, 6, 32, 38, 2, 17, 242, 19, 34, 131, 169, 23]"
876,"[12, 43, 26, 65, 34, 5, 3, 2, 199, 52, 25, 7, 9, 100, 138]"
877,"[80, 145, 5, 2, 3, 12, 100, 45, 20, 48, 241, 7, 6, 17, 23, 67, 126, 24, 30, 131]"
878,[]
879,"[3, 44, 23, 5, 100, 19, 21, 2, 71, 139, 16, 240, 7, 40, 93, 12, 73, 34, 9, 38]"
880,"[43, 159, 139, 5, 2, 151, 36, 34, 88, 3, 9, 25, 19, 61, 51, 224, 98, 174, 23, 178]"
881,"[80, 5, 2, 9, 12, 6, 3, 20, 17, 100, 7, 48, 24, 23, 26, 38, 22, 34, 77, 42]"
882,"[150, 109, 217]"
883,"[80, 3, 2, 5, 12, 17, 241, 100, 126, 6, 23, 48, 7, 228, 147, 121, 9, 45, 20, 25]"
884,"[6, 12, 26, 5, 42, 2, 67, 169, 17, 24, 7, 20, 147, 100, 72, 9, 38, 77, 34, 93]"
885,"[2, 80, 12, 5, 6, 63, 48, 3, 206, 100, 7, 97, 119, 213, 27, 20, 17, 9, 26, 126]"
886,[110]
887,"[77, 6, 12, 26, 80, 5, 7, 24, 20, 169, 100, 17, 2, 217, 48, 9, 38, 42, 27, 3]"
888,[230]
889,"[34, 5, 237, 12, 216, 3, 2, 36, 23, 26, 193, 70, 9, 38, 17, 110, 48, 69, 24, 160]"
890,"[239, 27, 6, 2, 5, 12, 3, 100, 7, 26, 137, 17, 20, 9, 40, 25, 38, 126, 147, 24]"
891,[]
892,"[5, 3, 2, 12, 48, 228, 98, 100, 17, 237, 9, 241, 6, 61, 110, 80, 71, 118, 73, 34]"
894,[]
895,"[172, 88, 21, 56, 36, 65, 2, 5, 9, 7]"
896,"[147, 2, 6, 239, 27, 12, 119, 5, 17, 63, 118, 89, 137, 48, 45, 16, 34, 9, 67, 3]"
897,"[2, 63, 67, 5, 12, 45, 17, 100, 90]"
899,"[6, 93, 2, 100, 3, 12, 5, 7, 27, 17, 9, 25, 34, 19, 30, 23, 26, 48, 56, 65]"
900,"[67, 17, 2, 3]"
